total_cup_points,country_of_origin,harvest_year,variety,processing_method,moisture,category_one_defects,quakers,color,category_two_defects,altitude_mean_meters,region
81.17,"Tanzania, United Republic Of",2015/2016,Bourbon,Washed / Wet,0.12,0,0.0,Green,2,1050.0,East Africa and the Arabian Peninsula
81.17,Mexico,2015,Caturra,Washed / Wet,0.12,0,0.0,Green,10,1200.0,Latin America
81.17,Costa Rica,2015,Caturra,Washed / Wet,0.11,0,0.0,Bluish-Green,0,1300.0,Latin America
81.17,Honduras,2015,Catuai,Natural / Dry,0.13,0,0.0,Green,1,1450.0,Latin America
81.17,Thailand,2014,Caturra,Washed / Wet,0.12,0,0.0,Blue-Green,0,1450.0,Southeast Asia and the Pacific
81.17,Philippines,2014,Typica,Natural / Dry,0.0,0,0.0,None,4,1200.0,Southeast Asia and the Pacific
81.17,"Tanzania, United Republic Of",2014,Bourbon,Washed / Wet,0.12,0,0.0,Bluish-Green,2,1550.0,East Africa and the Arabian Peninsula
81.17,Malawi,2014,Caturra,Washed / Wet,0.12,0,0.0,Green,12,995.0,East Africa and the Arabian Peninsula
81.17,Costa Rica,2014,Catuai,Washed / Wet,0.11,0,0.0,Green,3,1300.0,Latin America
81.17,Mexico,2012,Typica,Natural / Dry,0.13,3,0.0,Green,7,1800.0,Latin America
81.17,Guatemala,2012,Caturra,Washed / Wet,0.12,0,0.0,Green,4,1450.0,Latin America
81.17,Brazil,2012,Mundo Novo,Natural / Dry,0.12,0,0.0,Green,1,1000.0,Latin America
81.08,Brazil,2016,Mundo Novo,Natural / Dry,0.11,5,0.0,Green,8,695.0,Latin America
81.08,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.13,0,0.0,Green,2,1456.0,East Africa and the Arabian Peninsula
81.08,Costa Rica,2014,Caturra,Washed / Wet,0.13,0,0.0,Green,0,1500.0,Latin America
81.08,United States (Puerto Rico),2013,Other,Washed / Wet,0.0,0,0.0,Green,0,853.44,Latin America
81.08,Mexico,2012,Typica,Washed / Wet,0.13,5,0.0,None,16,1650.0,Latin America
81.08,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Green,2,1300.0,Latin America
81.08,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,5,1642.0,Latin America
81.08,Mexico,2012,Typica,Washed / Wet,0.1,0,0.0,Green,1,1200.0,Latin America
81.0,El Salvador,2017,Bourbon,Washed / Wet,0.0,0,2.0,Green,6,1450.0,Latin America
81.0,Guatemala,2016,Bourbon,Washed / Wet,0.09,0,0.0,Green,8,3280.0,Latin America
81.0,Colombia,2016,Caturra,Washed / Wet,0.0,0,4.0,Green,4,1600.0,Latin America
81.0,Guatemala,2015,Bourbon,Washed / Wet,0.11,0,0.0,Green,1,1219.2,Latin America
81.0,Taiwan,2015,Typica,Washed / Wet,0.12,0,0.0,Bluish-Green,0,758.0,Southeast Asia and the Pacific
81.0,Honduras,2014,Caturra,Natural / Dry,0.12,0,0.0,Green,1,1350.0,Latin America
81.0,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Green,5,1525.0,East Africa and the Arabian Peninsula
81.0,Uganda,2013,SL14,Natural / Dry,0.12,0,0.0,Green,3,1700.0,East Africa and the Arabian Peninsula
81.0,Taiwan,2013/2014,Typica,Semi-washed / Semi-pulped,0.11,0,0.0,Green,0,1100.0,Southeast Asia and the Pacific
81.0,Mexico,2012,Other,Washed / Wet,0.12,0,0.0,Green,12,950.0,Latin America
81.0,Mexico,2012,Typica,Washed / Wet,0.0,0,0.0,Green,8,1100.0,Latin America
80.92,Taiwan,2017,Other,Washed / Wet,0.0,0,0.0,Blue-Green,0,200.0,Southeast Asia and the Pacific
80.92,Guatemala,2017,Bourbon,Washed / Wet,0.1,0,0.0,Green,2,1901.0,Latin America
80.92,Kenya,2017,SL28,Washed / Wet,0.11,0,0.0,Green,3,1600.0,East Africa and the Arabian Peninsula
80.92,Mexico,2017,Bourbon,Washed / Wet,0.11,0,0.0,Green,11,1100.0,Latin America
80.92,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Green,0,1700.0,East Africa and the Arabian Peninsula
80.92,Brazil,2014/2015,Yellow Bourbon,Natural / Dry,0.12,0,0.0,Green,8,1200.0,Latin America
80.92,Taiwan,2014,Typica,Washed / Wet,0.09,0,0.0,Green,0,550.0,Southeast Asia and the Pacific
80.92,Brazil,2014/2015,Bourbon,Natural / Dry,0.1,0,0.0,None,0,1100.0,Latin America
80.92,Nicaragua,2013,Caturra,Washed / Wet,0.1,1,0.0,Green,3,1050.0,Latin America
80.92,Guatemala,2014,Pacas,Washed / Wet,0.12,2,0.0,Green,5,1524.0,Latin America
80.92,Taiwan,2013/2014,Typica,Other,0.11,0,0.0,Green,0,688.0,Southeast Asia and the Pacific
80.92,Taiwan,2013/2014,Typica,Washed / Wet,0.11,0,0.0,Green,0,300.0,Southeast Asia and the Pacific
80.92,Mexico,2012,Typica,Washed / Wet,0.13,0,0.0,Green,12,1186.0,Latin America
80.83,Laos,2016,Catimor,Washed / Wet,0.0,0,0.0,Green,0,1300.0,East Africa and the Arabian Peninsula
80.83,Guatemala,2013,Caturra,Washed / Wet,0.11,0,0.0,Green,1,1200.0,Latin America
80.83,Mexico,2012,Catuai,Semi-washed / Semi-pulped,0.13,0,0.0,Green,7,1210.0,Latin America
80.83,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,3,1100.0,Latin America
80.83,Mexico,2012,Bourbon,Washed / Wet,0.13,0,0.0,Green,1,100.0,Latin America
80.75,Myanmar,2015,Catuai,Washed / Wet,0.0,0,0.0,Green,2,3825.0,Southeast Asia and the Pacific
80.75,Guatemala,2015,Caturra,Washed / Wet,0.12,0,0.0,Green,1,1706.88,Latin America
80.75,Nicaragua,2015,Other,Washed / Wet,0.12,0,0.0,Green,5,110000.0,Latin America
80.75,Honduras,2015,Caturra,Natural / Dry,0.11,0,0.0,Green,2,1450.0,Latin America
80.75,Panama,2014,Caturra,Other,0.11,1,0.0,Green,4,1680.0,Latin America
80.75,Honduras,2015,Catuai,Washed / Wet,0.09,0,0.0,Green,2,1350.0,Latin America
80.75,Honduras,2015,Catuai,Natural / Dry,0.13,0,0.0,Green,1,1450.0,Latin America
80.75,Costa Rica,2014,Caturra,Washed / Wet,0.11,0,0.0,Green,0,1300.0,Latin America
80.75,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,2,1200.0,Latin America
80.75,Haiti,2012,Typica,Washed / Wet,0.12,0,0.0,Green,0,1000.0,Latin America
80.67,Indonesia,2015,Mandheling,Semi-washed / Semi-pulped,0.13,0,0.0,Blue-Green,1,1350.0,Southeast Asia and the Pacific
80.67,Guatemala,2015/2016,Bourbon,Washed / Wet,0.11,0,0.0,Green,0,1500.0,Latin America
80.67,Costa Rica,2015,Caturra,Washed / Wet,0.11,0,0.0,Blue-Green,4,185.0,Latin America
80.67,Malawi,2014,Caturra,Washed / Wet,0.12,0,0.0,Bluish-Green,1,995.0,East Africa and the Arabian Peninsula
80.67,Mexico,2014,Typica,Washed / Wet,0.12,0,0.0,Green,4,1200.0,Latin America
80.67,Guatemala,2013,Bourbon,Washed / Wet,0.12,0,0.0,Green,5,1550.0,Latin America
80.58,"Tanzania, United Republic Of",2014,Other,Washed / Wet,0.12,0,0.0,Bluish-Green,1,1400.0,East Africa and the Arabian Peninsula
80.58,Brazil,2014/2015,Bourbon,Semi-washed / Semi-pulped,0.0,0,0.0,Green,3,1200.0,Latin America
80.58,Honduras,2014,Caturra,Washed / Wet,0.11,0,0.0,Green,5,1400.0,Latin America
80.58,Guatemala,2014,Bourbon,Natural / Dry,0.11,0,0.0,Green,5,1383.792,Latin America
80.5,Taiwan,2017,Other,Natural / Dry,0.0,0,0.0,Blue-Green,0,50.0,Southeast Asia and the Pacific
80.5,Guatemala,2017,Caturra,Washed / Wet,0.1,0,0.0,Green,4,1500.0,Latin America
80.5,Honduras,2017,Catuai,Washed / Wet,0.11,0,0.0,Green,5,1650.0,Latin America
80.5,Brazil,2015/2016,Yellow Bourbon,Semi-washed / Semi-pulped,0.11,0,0.0,Green,3,1250.0,Latin America
80.5,Myanmar,2015,Other,Washed / Wet,0.0,0,0.0,Green,2,3800.0,Southeast Asia and the Pacific
80.5,Guatemala,2014,Other,Washed / Wet,0.11,0,0.0,Green,3,1219.2,Latin America
80.5,Brazil,2013,Yellow Bourbon,Semi-washed / Semi-pulped,0.1,0,0.0,None,10,1250.0,Latin America
80.5,Guatemala,2013,Bourbon,Washed / Wet,0.12,1,0.0,Green,1,1859.28,Latin America
80.5,Mexico,2012,Typica,Washed / Wet,0.15,0,0.0,None,1,1450.0,Latin America
80.42,Taiwan,2014,Typica,Washed / Wet,0.14,0,0.0,Green,0,600.0,Southeast Asia and the Pacific
80.42,El Salvador,2013,Bourbon,Washed / Wet,0.0,0,0.0,Green,1,1450.0,Latin America
80.42,China,2013,Other,Washed / Wet,0.17,0,0.0,Green,14,1700.0,Southeast Asia and the Pacific
80.42,Taiwan,2013/2014,Typica,Washed / Wet,0.11,0,0.0,Green,0,600.0,Southeast Asia and the Pacific
80.42,Mexico,2012,Typica,Washed / Wet,0.1,2,0.0,Green,4,1050.0,Latin America
80.42,Mexico,2012,Caturra,Washed / Wet,0.12,4,0.0,Green,16,1550.0,Latin America
80.33,"Tanzania, United Republic Of",2015/2016,Bourbon,Washed / Wet,0.13,0,0.0,Green,5,1700.0,East Africa and the Arabian Peninsula
80.33,Taiwan,2013/2014,Yellow Bourbon,Other,0.11,0,0.0,Green,0,600.0,Southeast Asia and the Pacific
80.33,Guatemala,2013,Bourbon,Washed / Wet,0.11,1,0.0,Green,4,1310.64,Latin America
80.33,Mexico,2012,Typica,Semi-washed / Semi-pulped,0.11,0,0.0,Green,21,940.0,Latin America
80.25,Brazil,2017 / 2018,Catuai,Natural / Dry,0.11,0,1.0,Green,1,995.0,Latin America
80.25,Honduras,2016,Caturra,Natural / Dry,0.1,0,0.0,Green,4,1400.0,Latin America
80.25,Mexico,2016,Caturra,Washed / Wet,0.1,0,0.0,Green,2,1600.0,Latin America
80.25,Myanmar,2015,Other,Natural / Dry,0.11,1,0.0,Green,26,914.4,Southeast Asia and the Pacific
80.25,Myanmar,2014,Catuai,Natural / Dry,0.0,0,0.0,Green,1,4287.0,Southeast Asia and the Pacific
80.25,Nicaragua,2015,Caturra,Washed / Wet,0.11,0,0.0,Green,2,900.0,Latin America
80.25,Taiwan,2013/2014,Typica,Semi-washed / Semi-pulped,0.11,0,0.0,Green,0,700.0,Southeast Asia and the Pacific
80.25,Guatemala,2012,Caturra,Washed / Wet,0.11,1,0.0,Green,12,1400.0,Latin America
80.25,Mexico,2012,Caturra,Washed / Wet,0.11,2,0.0,None,8,808.0,Latin America
80.17,Honduras,2015,Catuai,Washed / Wet,0.11,0,0.0,Green,0,1400.0,Latin America
80.17,Guatemala,2013,Bourbon,Washed / Wet,0.11,0,0.0,Green,2,1310.64,Latin America
80.17,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,2,1250.0,Latin America
80.17,Mexico,2012,Typica,Washed / Wet,0.14,1,0.0,Green,2,1550.0,Latin America
80.17,Mexico,2012,Bourbon,Washed / Wet,0.12,0,0.0,Green,12,1000.0,Latin America
80.17,Guatemala,2012,Bourbon,Washed / Wet,0.11,0,0.0,Green,5,1310.64,Latin America
80.08,Brazil,2017 / 2018,Bourbon,Pulped natural / honey,0.11,0,0.0,Green,5,1100.0,Latin America
80.08,Taiwan,2014,Typica,Washed / Wet,0.07,0,0.0,Green,0,850.0,Southeast Asia and the Pacific
80.08,Taiwan,2013/2014,Typica,Other,0.11,0,0.0,Green,0,200.0,Southeast Asia and the Pacific
80.08,Taiwan,2013/2014,Typica,Washed / Wet,0.11,0,0.0,Green,0,150.0,Southeast Asia and the Pacific
80.08,Taiwan,2013/2014,Typica,Semi-washed / Semi-pulped,0.11,0,0.0,Green,0,250.0,Southeast Asia and the Pacific
80.08,Mexico,2012,Typica,Washed / Wet,0.15,0,0.0,None,0,1300.0,Latin America
80.08,Mexico,2012,Typica,Washed / Wet,0.14,1,0.0,Green,17,1300.0,Latin America
80.0,Nicaragua,2017,Caturra,Washed / Wet,0.1,0,0.0,Green,5,1250.0,Latin America
80.0,Myanmar,2015,Other,Washed / Wet,0.0,0,0.0,Green,4,3845.0,Southeast Asia and the Pacific
80.0,Mexico,2014,Typica,Washed / Wet,0.0,0,0.0,Green,2,1400.0,Latin America
80.0,Taiwan,2013/2014,Typica,Washed / Wet,0.11,0,0.0,Green,0,250.0,Southeast Asia and the Pacific
80.0,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Green,9,1250.0,Latin America
80.0,Mexico,2012,Other,Washed / Wet,0.11,0,0.0,Green,12,1100.0,Latin America
79.92,Mexico,2013,Bourbon,Washed / Wet,0.12,0,0.0,Green,4,1300.0,Latin America
79.92,Mexico,2012,Other,Washed / Wet,0.12,1,0.0,Green,7,1100.0,Latin America
79.92,Mexico,2012,Catuai,Washed / Wet,0.11,0,0.0,Green,3,1100.0,Latin America
79.92,Mexico,2012,Typica,Natural / Dry,0.12,0,0.0,Green,6,1250.0,Latin America
79.92,Mexico,2012,Mundo Novo,Washed / Wet,0.11,0,0.0,Green,0,1250.0,Latin America
79.83,Guatemala,2017,Bourbon,Washed / Wet,0.1,0,0.0,Green,2,1700.0,Latin America
79.83,Nicaragua,2014,Caturra,Washed / Wet,0.11,0,0.0,Green,0,1250.0,Latin America
79.83,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Green,3,1300.0,Latin America
79.75,Guatemala,2016,Bourbon,Washed / Wet,0.1,0,4.0,Green,1,190164.0,Latin America
79.75,Taiwan,2013,Typica,Washed / Wet,0.1,0,0.0,Blue-Green,0,600.0,Southeast Asia and the Pacific
79.75,Costa Rica,2013,Catuai,Washed / Wet,0.1,0,0.0,Bluish-Green,4,1100.0,Latin America
79.75,Mexico,2013,Typica,Washed / Wet,0.12,0,0.0,Green,4,1400.0,Latin America
79.75,Mexico,2013,Bourbon,Washed / Wet,0.13,0,0.0,Green,4,1022.0,Latin America
79.75,Mexico,2013,Bourbon,Washed / Wet,0.12,0,0.0,Green,5,1300.0,Latin America
79.75,Mexico,2012,Bourbon,Washed / Wet,0.14,0,0.0,None,0,1450.0,Latin America
79.75,Mexico,2012,Typica,Washed / Wet,0.1,1,0.0,Green,22,1050.0,Latin America
79.67,Guatemala,2016,Bourbon,Washed / Wet,0.1,0,2.0,Green,1,1219.2,Latin America
79.67,El Salvador,2016,Bourbon,Washed / Wet,0.0,0,0.0,Bluish-Green,12,1250.0,Latin America
79.67,Guatemala,2013,Bourbon,Washed / Wet,0.11,0,0.0,Green,6,1310.64,Latin America
79.67,Mexico,2013,Typica,Washed / Wet,0.12,0,0.0,Green,6,1400.0,Latin America
79.67,Mexico,2012,Caturra,Washed / Wet,0.13,5,0.0,None,6,975.0,Latin America
79.58,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,None,11,1250.0,Latin America
79.58,Mexico,2012,Caturra,Washed / Wet,0.13,0,0.0,Green,5,1550.0,Latin America
79.5,Nicaragua,2015,Caturra,Natural / Dry,0.12,0,0.0,Green,6,1050.0,Latin America
79.5,Colombia,2013,Caturra,Washed / Wet,0.0,0,0.0,Green,2,1550.0,Latin America
79.5,Mexico,2012,Caturra,Washed / Wet,0.12,1,0.0,Green,20,1550.0,Latin America
79.5,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Bluish-Green,5,1100.0,Latin America
79.42,Guatemala,2013,Bourbon,Washed / Wet,0.1,0,0.0,Green,2,1219.2,Latin America
79.42,Guatemala,2014,Other,Washed / Wet,0.1,1,0.0,Green,4,1219.2,Latin America
79.42,Mexico,2012,Typica,Washed / Wet,0.13,0,0.0,Green,30,800.0,Latin America
79.33,Colombia,2013,Caturra,Washed / Wet,0.0,0,0.0,Green,3,1200.0,Latin America
79.33,Mexico,2012,Typica,Washed / Wet,0.14,0,0.0,None,23,950.0,Latin America
79.33,Mexico,2012,Typica,Washed / Wet,0.14,0,0.0,Green,19,750.0,Latin America
79.25,Taiwan,2014,Typica,Washed / Wet,0.11,0,0.0,Blue-Green,0,850.0,Southeast Asia and the Pacific
79.25,Mexico,2012,Bourbon,Washed / Wet,0.13,0,0.0,Green,10,1000.0,Latin America
79.17,Guatemala,2017,Bourbon,Washed / Wet,0.1,0,0.0,Green,0,1219.2,Latin America
79.17,Honduras,2017,Catuai,Washed / Wet,0.11,0,0.0,Green,5,1650.0,Latin America
79.17,Guatemala,2016,Bourbon,Washed / Wet,0.11,0,8.0,Green,6,1320.0,Latin America
79.17,Guatemala,2015,Catuai,Washed / Wet,0.11,0,0.0,Green,6,1550.0,Latin America
79.17,Mexico,2012,Typica,Washed / Wet,0.14,0,0.0,None,8,1550.0,Latin America
79.17,Mexico,2012,Typica,Washed / Wet,0.14,0,0.0,Green,34,1450.0,Latin America
79.08,Guatemala,2017,Bourbon,Washed / Wet,0.1,0,0.0,Green,1,1700.0,Latin America
79.08,United States (Puerto Rico),2013,Other,Washed / Wet,0.13,0,0.0,Green,0,853.44,Latin America
79.08,Mexico,2012,Typica,Washed / Wet,0.16,0,0.0,None,2,1500.0,Latin America
79.08,Mexico,2012,Mundo Novo,Washed / Wet,0.11,0,0.0,Green,45,1100.0,Latin America
79.08,Mexico,2012,Typica,Washed / Wet,0.1,0,0.0,Bluish-Green,0,1200.0,Latin America
79.0,Guatemala,2014,Other,Washed / Wet,0.12,0,0.0,Green,3,1219.2,Latin America
79.0,Honduras,2014,Pacas,Washed / Wet,0.11,0,0.0,Green,12,1350.0,Latin America
79.0,Mexico,2012,Mundo Novo,Natural / Dry,0.12,0,0.0,None,12,1300.0,Latin America
79.0,Mexico,2012,Typica,Semi-washed / Semi-pulped,0.14,3,0.0,Green,17,1550.0,Latin America
79.0,Mexico,2012,Typica,Washed / Wet,0.14,7,0.0,Green,38,12.0,Latin America
78.92,Mexico,2013,Typica,Washed / Wet,0.12,0,0.0,Green,8,1300.0,Latin America
78.92,Mexico,2012,Typica,Washed / Wet,0.16,0,0.0,None,0,1400.0,Latin America
78.83,Nicaragua,2016,Caturra,Other,0.1,0,2.0,Green,4,1100.0,Latin America
78.75,Guatemala,2013,Bourbon,Washed / Wet,0.12,1,0.0,Green,8,1310.64,Latin America
78.75,Mexico,2012,Typica,Washed / Wet,0.14,0,0.0,Green,0,1320.0,Latin America
78.75,Mexico,2012,Typica,Semi-washed / Semi-pulped,0.14,0,0.0,None,0,1250.0,Latin America
78.67,China,2013,Typica,Washed / Wet,0.0,0,0.0,Green,5,1850.0,Southeast Asia and the Pacific
78.67,Mexico,2012,Caturra,Washed / Wet,0.13,0,0.0,None,2,1150.0,Latin America
78.58,Guatemala,2014,Other,Washed / Wet,0.12,0,0.0,Green,3,1219.2,Latin America
78.58,Taiwan,2013,Typica,Washed / Wet,0.1,0,0.0,Green,0,800.0,Southeast Asia and the Pacific
78.58,Mexico,2012,Typica,Washed / Wet,0.13,0,0.0,Green,1,1400.0,Latin America
78.5,Mexico,2014,Bourbon,Washed / Wet,0.0,0,0.0,Green,0,1600.0,Latin America
78.5,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,None,14,1400.0,Latin America
78.5,Mexico,2012,Caturra,Washed / Wet,0.13,1,0.0,Green,3,1200.0,Latin America
78.42,Mexico,2012,Typica,Washed / Wet,0.14,0,0.0,None,0,1500.0,Latin America
78.33,Guatemala,2014,Other,Washed / Wet,0.1,0,0.0,Green,2,1219.2,Latin America
78.33,Guatemala,2012,Bourbon,Washed / Wet,0.11,1,0.0,Green,4,1310.64,Latin America
78.33,Mexico,2012,Typica,Natural / Dry,0.13,31,0.0,Green,47,1300.0,Latin America
78.08,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,3,1050.0,Latin America
78.0,Taiwan,2016,Yellow Bourbon,Washed / Wet,0.0,3,0.0,Green,4,650.0,Southeast Asia and the Pacific
78.0,Honduras,2014,Pacas,Natural / Dry,0.11,2,0.0,Green,6,1350.0,Latin America
78.0,Guatemala,2014,Other,Washed / Wet,0.1,1,0.0,Green,2,1219.2,Latin America
78.0,China,2013,Typica,Washed / Wet,0.1,0,0.0,Green,28,1200.0,Southeast Asia and the Pacific
78.0,Guatemala,2013,Bourbon,Washed / Wet,0.11,3,0.0,Green,9,1310.64,Latin America
78.0,Mexico,2012,Other,Washed / Wet,0.12,2,0.0,Green,7,850.0,Latin America
77.92,Costa Rica,2014,Caturra,Washed / Wet,0.12,2,0.0,Green,4,1200.0,Latin America
77.92,Mexico,2012,Typica,Washed / Wet,0.11,0,0.0,Green,3,1248.0,Latin America
77.83,Guatemala,2013,Bourbon,Washed / Wet,0.11,0,0.0,Green,2,1310.64,Latin America
77.67,Taiwan,2012,Typica,Washed / Wet,0.11,0,0.0,Bluish-Green,0,775.0,Southeast Asia and the Pacific
77.5,Mexico,2012,Typica,Washed / Wet,0.13,0,0.0,Green,3,1300.0,Latin America
77.42,Guatemala,2013,Bourbon,Washed / Wet,0.11,2,0.0,Green,15,1310.64,Latin America
77.33,Brazil,2017 / 2018,Bourbon,Natural / Dry,0.0,0,0.0,Green,3,890.0,Latin America
77.33,Guatemala,2014,Other,Washed / Wet,0.1,1,0.0,Green,2,1219.2,Latin America
77.33,Mexico,2012,Typica,Washed / Wet,0.15,4,0.0,None,5,1500.0,Latin America
77.17,Mexico,2012,Other,Washed / Wet,0.12,1,0.0,Green,11,1200.0,Latin America
77.0,Peru,2014,Caturra,Washed / Wet,0.0,7,0.0,Green,9,1200.0,Latin America
76.42,Mexico,2012,Typica,Washed / Wet,0.13,0,0.0,Green,14,1100.0,Latin America
76.33,Guatemala,2012,Bourbon,Washed / Wet,0.11,0,0.0,Green,8,1310.64,Latin America
76.17,Mexico,2012,Typica,Washed / Wet,0.16,2,0.0,None,4,1400.0,Latin America
76.17,Indonesia,2011,Other,Natural / Dry,0.12,4,0.0,None,26,3500.0,Southeast Asia and the Pacific
76.08,Mexico,2012,Bourbon,Washed / Wet,0.12,0,0.0,Green,12,1250.0,Latin America
76.0,Honduras,2014,Pacas,Natural / Dry,0.11,0,0.0,Green,7,1350.0,Latin America
75.58,Guatemala,2012,Bourbon,Washed / Wet,0.11,0,0.0,Green,15,1310.64,Latin America
75.5,Mexico,2012,Pacamara,Washed / Wet,0.11,4,0.0,Green,20,1100.0,Latin America
75.17,Mexico,2012,Mundo Novo,Washed / Wet,0.11,0,0.0,Green,20,1200.0,Latin America
75.17,Mexico,2012,Typica,Washed / Wet,0.13,23,0.0,Bluish-Green,29,1280.0,Latin America
75.0,Mexico,2012,Typica,Washed / Wet,0.14,15,0.0,Green,7,850.0,Latin America
74.92,Mexico,2012,Typica,Washed / Wet,0.17,0,0.0,None,6,1500.0,Latin America
74.83,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Green,30,1250.0,Latin America
74.67,Mexico,2013,Typica,Washed / Wet,0.12,0,0.0,Green,7,1700.0,Latin America
74.33,Guatemala,2013,Bourbon,Washed / Wet,0.11,1,0.0,Green,1,1310.64,Latin America
74.33,Mexico,2012,Typica,Washed / Wet,0.14,3,0.0,Green,11,1140.0,Latin America
74.0,Mexico,2012,Typica,Washed / Wet,0.13,0,0.0,None,27,1200.0,Latin America
73.83,Mexico,2012,Typica,Washed / Wet,0.12,0,0.0,Green,19,1250.0,Latin America
73.42,Honduras,2014,Pacas,Washed / Wet,0.11,1,0.0,Green,16,1350.0,Latin America
71.75,Costa Rica,2014,Caturra,Washed / Wet,0.11,0,0.0,Green,7,1200.0,Latin America
71.08,Mexico,2012,Mundo Novo,Washed / Wet,0.12,4,0.0,Green,24,800.0,Latin America
71.0,Mexico,2012,Bourbon,Washed / Wet,0.11,0,0.0,Green,0,1800.0,Latin America
70.75,Mexico,2014,Typica,Washed / Wet,0.12,0,0.0,Green,1,1000.0,Latin America
69.33,Honduras,2014,Catuai,Washed / Wet,0.1,0,0.0,Green,4,1450.0,Latin America
69.17,Honduras,2014,Catuai,Washed / Wet,0.1,0,0.0,Green,3,1450.0,Latin America
69.17,Honduras,2014,Catuai,Washed / Wet,0.1,0,0.0,Green,4,1450.0,Latin America
68.33,Mexico,2012,Bourbon,Washed / Wet,0.11,0,0.0,None,20,900.0,Latin America
67.92,Haiti,2012,Typica,Natural / Dry,0.14,8,0.0,Blue-Green,16,350.0,Latin America
63.08,Nicaragua,2016,Caturra,Other,0.13,1,0.0,Green,5,1100.0,Latin America
59.83,Guatemala,2012,Catuai,Washed / Wet,0.1,0,0.0,Green,4,1417.32,Latin America
